loan_amount,interest_rate,term_months,annual_income,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,mort_acc,sub_grade,purpose,home_ownership,employment_length,verification_status,default
16000,10.75,36,54000.0,20.94,0.0,0.0,14.0,0.0,42.9,4.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
14400,10.99,36,125000.0,13.73,0.0,3.0,11.0,0.0,49.5,0.0,B4,debt_consolidation,OWN,2 years,Not Verified,1
6000,11.44,36,100000.0,24.45,0.0,0.0,13.0,0.0,60.7,0.0,B4,debt_consolidation,RENT,10+ years,Source Verified,1
30000,10.75,36,90000.0,8.65,1.0,1.0,7.0,0.0,68.0,6.0,B4,debt_consolidation,OWN,10+ years,Source Verified,0
5500,10.75,36,27040.0,4.53,0.0,0.0,2.0,0.0,82.3,0.0,B4,debt_consolidation,OWN,7 years,Source Verified,0
28800,11.44,60,86000.0,15.43,0.0,2.0,12.0,1.0,53.3,3.0,B4,debt_consolidation,MORTGAGE,< 1 year,Source Verified,0
16400,10.99,36,51000.0,26.4,0.0,0.0,6.0,0.0,35.5,3.0,B4,debt_consolidation,MORTGAGE,Unknown,Not Verified,0
16800,11.44,36,65000.0,21.69,0.0,1.0,9.0,1.0,33.7,0.0,B4,debt_consolidation,OWN,5 years,Source Verified,0
12000,10.99,36,42000.0,6.45,0.0,0.0,7.0,0.0,42.1,1.0,B4,home_improvement,OWN,5 years,Not Verified,0
1200,11.67,36,82000.0,15.66,0.0,0.0,9.0,0.0,68.1,0.0,B4,debt_consolidation,RENT,3 years,Not Verified,0
3600,10.75,36,15764.0,11.35,0.0,1.0,10.0,1.0,34.6,3.0,B4,debt_consolidation,RENT,Unknown,Verified,0
12000,11.44,36,71000.0,17.33,0.0,0.0,18.0,1.0,9.7,2.0,B4,debt_consolidation,MORTGAGE,2 years,Verified,0
19225,10.75,36,250000.0,5.16,0.0,0.0,4.0,2.0,11.8,0.0,B4,debt_consolidation,RENT,9 years,Source Verified,0
7800,11.44,36,75000.0,17.25,0.0,2.0,12.0,0.0,8.8,1.0,B4,house,MORTGAGE,4 years,Source Verified,0
20800,10.78,60,80000.0,15.75,0.0,0.0,8.0,0.0,81.7,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,1
24500,10.99,36,60000.0,28.13,0.0,1.0,7.0,0.0,79.4,0.0,B4,debt_consolidation,RENT,< 1 year,Verified,0
20000,10.99,60,66495.0,22.72,0.0,0.0,23.0,0.0,26.5,1.0,B4,debt_consolidation,MORTGAGE,2 years,Not Verified,0
13000,11.44,36,60000.0,17.72,0.0,2.0,17.0,0.0,15.8,1.0,B4,debt_consolidation,MORTGAGE,6 years,Not Verified,0
5600,11.44,36,70000.0,10.73,0.0,0.0,9.0,0.0,61.4,0.0,B4,credit_card,RENT,< 1 year,Source Verified,0
18000,10.75,36,75000.0,21.28,0.0,2.0,22.0,1.0,36.4,2.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
5000,11.44,36,85000.0,27.54,0.0,1.0,20.0,0.0,45.0,1.0,B4,home_improvement,MORTGAGE,10+ years,Not Verified,0
9600,11.67,36,70000.0,19.41,2.0,0.0,7.0,0.0,46.6,0.0,B4,other,RENT,3 years,Not Verified,0
20000,10.99,36,92500.0,19.8,0.0,0.0,15.0,0.0,57.2,1.0,B4,credit_card,RENT,10+ years,Verified,0
5000,11.49,36,76800.0,17.75,0.0,0.0,8.0,0.0,0.0,0.0,B4,car,MORTGAGE,3 years,Not Verified,0
10000,10.75,36,40000.0,23.88,0.0,0.0,5.0,0.0,51.9,0.0,B4,small_business,RENT,10+ years,Verified,0
6000,10.99,36,30000.0,26.36,0.0,1.0,18.0,1.0,29.3,0.0,B4,debt_consolidation,OWN,9 years,Verified,0
6000,12.99,36,33600.0,24.04,0.0,0.0,9.0,1.0,59.2,0.0,B4,debt_consolidation,RENT,9 years,Verified,0
10000,13.11,36,101000.0,13.6,0.0,2.0,11.0,0.0,72.7,3.0,B4,credit_card,MORTGAGE,7 years,Source Verified,0
4000,10.91,36,37000.0,14.45,0.0,5.0,11.0,0.0,22.5,0.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
14075,12.12,60,56000.0,21.04,0.0,1.0,17.0,0.0,10.5,0.0,B4,debt_consolidation,MORTGAGE,< 1 year,Verified,1
10000,10.99,36,60000.0,21.14,1.0,0.0,11.0,0.0,46.4,1.0,B4,debt_consolidation,MORTGAGE,2 years,Not Verified,1
11000,12.35,36,53099.28,15.62,0.0,0.0,7.0,0.0,92.4,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
15000,11.44,36,90400.0,14.01,1.0,1.0,11.0,0.0,47.0,0.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
12000,10.99,36,65000.0,9.34,0.0,0.0,10.0,0.0,15.3,2.0,B4,other,MORTGAGE,2 years,Source Verified,0
12000,12.49,36,64917.0,14.44,0.0,0.0,10.0,0.0,84.9,0.0,B4,debt_consolidation,RENT,5 years,Source Verified,0
10000,10.99,36,43000.0,30.94,0.0,0.0,6.0,0.0,67.2,0.0,B4,credit_card,RENT,8 years,Verified,0
35000,10.99,60,110000.0,16.63,0.0,0.0,22.0,0.0,7.2,0.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
6000,12.42,36,60000.0,15.64,0.0,3.0,7.0,0.0,84.3,0.0,B4,debt_consolidation,RENT,2 years,Not Verified,1
2000,11.67,36,50000.0,15.48,1.0,0.0,6.0,0.0,15.7,0.0,B4,debt_consolidation,RENT,< 1 year,Not Verified,0
9000,13.11,36,75000.0,16.34,0.0,0.0,13.0,0.0,66.7,0.0,B4,credit_card,RENT,5 years,Not Verified,0
6150,10.99,36,14000.0,17.5,0.0,0.0,9.0,0.0,40.0,0.0,B4,debt_consolidation,OWN,4 years,Not Verified,0
4000,10.99,36,11000.0,28.82,0.0,0.0,5.0,3.0,64.4,0.0,B4,credit_card,RENT,Unknown,Source Verified,0
5000,12.49,36,120000.0,24.21,0.0,1.0,13.0,0.0,78.9,7.0,B4,debt_consolidation,MORTGAGE,3 years,Not Verified,0
10000,11.67,36,30000.0,24.96,0.0,0.0,5.0,0.0,84.9,1.0,B4,debt_consolidation,RENT,7 years,Not Verified,0
5000,10.64,36,53000.0,2.4,0.0,1.0,4.0,1.0,38.0,0.0,B4,credit_card,RENT,2 years,Source Verified,0
5000,11.67,36,27000.0,10.8,1.0,0.0,11.0,0.0,42.1,0.0,B4,debt_consolidation,RENT,2 years,Not Verified,1
8200,10.99,36,48000.0,32.26,1.0,1.0,8.0,0.0,85.6,3.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
4000,13.11,36,80000.0,8.54,1.0,3.0,16.0,1.0,61.6,2.0,B4,home_improvement,MORTGAGE,8 years,Verified,0
20000,10.99,36,185000.0,7.26,0.0,0.0,8.0,0.0,76.7,1.0,B4,debt_consolidation,OWN,3 years,Source Verified,0
13500,11.44,36,82000.0,6.04,0.0,0.0,8.0,1.0,28.5,0.0,B4,debt_consolidation,RENT,10+ years,Verified,0
10000,10.91,36,150000.0,12.16,1.0,0.0,6.0,1.0,21.1,1.0,B4,debt_consolidation,RENT,7 years,Not Verified,1
14000,11.44,60,81000.0,13.32,0.0,0.0,9.0,0.0,83.0,3.0,B4,debt_consolidation,RENT,5 years,Source Verified,0
12250,10.75,36,35000.0,20.47,0.0,1.0,10.0,0.0,44.0,0.0,B4,credit_card,RENT,10+ years,Not Verified,0
17000,13.11,36,42000.0,13.37,0.0,0.0,3.0,0.0,85.1,0.0,B4,credit_card,RENT,10+ years,Not Verified,0
6000,10.99,36,150000.0,8.84,0.0,0.0,6.0,0.0,69.8,5.0,B4,major_purchase,MORTGAGE,2 years,Not Verified,0
9000,11.49,36,102500.0,9.05,1.0,0.0,10.0,0.0,31.6,0.0,B4,debt_consolidation,MORTGAGE,< 1 year,Source Verified,0
14000,10.75,36,55000.0,37.54,0.0,0.0,16.0,1.0,1.1,0.0,B4,other,MORTGAGE,10+ years,Verified,0
5000,9.99,60,76800.0,10.8,0.0,0.0,8.0,0.0,30.1,0.0,B4,credit_card,RENT,< 1 year,Source Verified,0
5000,10.75,36,64500.0,5.72,0.0,0.0,4.0,0.0,80.9,0.0,B4,debt_consolidation,RENT,10+ years,Not Verified,0
15000,10.99,36,105000.0,19.54,1.0,2.0,17.0,0.0,57.2,0.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
8500,12.99,36,37000.0,19.67,0.0,1.0,13.0,0.0,56.5,0.0,B4,credit_card,RENT,3 years,Not Verified,1
8000,10.99,36,35000.0,22.19,0.0,0.0,9.0,1.0,77.7,0.0,B4,debt_consolidation,RENT,6 years,Verified,0
20000,12.35,60,54000.0,26.4,0.0,0.0,18.0,1.0,59.0,5.0,B4,credit_card,MORTGAGE,10+ years,Verified,0
15825,10.75,36,36000.0,21.27,0.0,1.0,7.0,1.0,71.9,0.0,B4,credit_card,MORTGAGE,10+ years,Verified,0
6000,10.99,36,89000.0,17.11,0.0,1.0,25.0,1.0,26.8,5.0,B4,debt_consolidation,MORTGAGE,< 1 year,Verified,1
8400,10.91,36,66589.0,17.43,0.0,0.0,5.0,0.0,79.1,3.0,B4,debt_consolidation,RENT,3 years,Not Verified,0
26000,11.67,60,60000.0,16.2,0.0,0.0,9.0,0.0,44.4,3.0,B4,credit_card,MORTGAGE,10+ years,Source Verified,0
6000,11.49,36,48000.0,23.57,0.0,1.0,16.0,0.0,64.7,0.0,B4,car,MORTGAGE,6 years,Not Verified,1
10000,11.67,36,26000.0,19.99,0.0,0.0,4.0,0.0,79.2,0.0,B4,credit_card,RENT,7 years,Source Verified,0
24000,11.67,36,60000.0,18.37,1.0,0.0,10.0,0.0,62.5,1.0,B4,debt_consolidation,MORTGAGE,8 years,Not Verified,1
9000,11.44,36,33000.0,14.05,0.0,0.0,10.0,1.0,63.6,0.0,B4,credit_card,OWN,10+ years,Source Verified,1
4000,10.91,36,64000.0,15.31,1.0,0.0,10.0,2.0,62.0,1.0,B4,home_improvement,MORTGAGE,2 years,Source Verified,0
6000,9.99,36,110000.0,20.56,0.0,2.0,12.0,0.0,79.9,0.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
1500,11.44,36,52000.0,9.79,0.0,0.0,4.0,0.0,47.9,2.0,B4,other,MORTGAGE,10+ years,Source Verified,0
9000,11.44,36,125000.0,14.53,0.0,1.0,9.0,0.0,38.6,3.0,B4,home_improvement,MORTGAGE,3 years,Not Verified,0
1500,10.99,36,35000.0,26.99,0.0,1.0,9.0,0.0,60.3,0.0,B4,vacation,RENT,10+ years,Not Verified,0
25000,10.99,60,80000.0,16.08,0.0,1.0,14.0,0.0,31.5,3.0,B4,debt_consolidation,MORTGAGE,< 1 year,Source Verified,0
7200,10.91,36,110000.0,10.41,0.0,0.0,11.0,6.0,72.8,2.0,B4,debt_consolidation,MORTGAGE,1 year,Source Verified,0
3025,10.99,36,45000.0,19.04,0.0,2.0,13.0,0.0,15.8,0.0,B4,credit_card,RENT,1 year,Verified,0
28000,13.11,36,124000.0,26.31,0.0,0.0,23.0,0.0,68.2,4.0,B4,debt_consolidation,MORTGAGE,5 years,Verified,1
18600,10.99,36,55770.0,13.47,0.0,0.0,9.0,0.0,64.7,0.0,B4,debt_consolidation,RENT,9 years,Source Verified,0
18000,10.99,36,88418.0,23.93,0.0,1.0,24.0,0.0,18.8,0.0,B4,debt_consolidation,RENT,10+ years,Verified,0
28000,10.78,36,113000.0,32.1,0.0,0.0,17.0,0.0,71.5,4.0,B4,credit_card,MORTGAGE,10+ years,Source Verified,1
6000,10.99,36,25000.0,32.36,1.0,0.0,6.0,0.0,37.4,0.0,B4,debt_consolidation,OWN,3 years,Not Verified,1
25000,10.64,60,114000.0,11.16,0.0,1.0,11.0,0.0,58.8,6.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
5000,10.99,36,22000.0,30.17,0.0,0.0,12.0,0.0,23.4,0.0,B4,debt_consolidation,RENT,6 years,Not Verified,0
6000,10.91,36,109000.0,22.71,0.0,0.0,12.0,0.0,85.0,1.0,B4,debt_consolidation,RENT,7 years,Source Verified,1
7500,10.99,36,38000.0,20.81,0.0,1.0,12.0,0.0,53.4,0.0,B4,credit_card,MORTGAGE,2 years,Not Verified,0
10000,10.74,36,74000.0,17.97,0.0,2.0,11.0,0.0,46.2,0.0,B4,wedding,MORTGAGE,7 years,Verified,0
16000,11.67,36,63500.0,7.26,1.0,0.0,10.0,0.0,27.6,0.0,B4,debt_consolidation,RENT,2 years,Verified,1
2500,10.91,36,13000.0,15.7,0.0,1.0,5.0,0.0,26.9,0.0,B4,other,RENT,10+ years,Not Verified,0
15000,10.99,36,85000.0,12.18,1.0,0.0,7.0,0.0,56.0,0.0,B4,other,RENT,10+ years,Source Verified,1
20000,11.67,36,145600.0,8.28,0.0,4.0,19.0,4.0,41.5,4.0,B4,credit_card,MORTGAGE,< 1 year,Source Verified,0
35000,11.44,36,102000.0,27.68,0.0,0.0,17.0,0.0,52.7,8.0,B4,debt_consolidation,RENT,< 1 year,Verified,0
4800,10.99,36,52000.0,13.09,0.0,1.0,7.0,1.0,71.1,0.0,B4,credit_card,RENT,5 years,Source Verified,0
18000,10.75,60,105000.0,22.76,3.0,1.0,13.0,0.0,58.4,5.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
24000,10.99,36,110000.0,16.23,0.0,0.0,12.0,0.0,96.6,1.0,B4,credit_card,MORTGAGE,3 years,Source Verified,0
19200,10.91,36,98000.0,29.9,0.0,1.0,13.0,0.0,76.9,2.0,B4,debt_consolidation,MORTGAGE,4 years,Source Verified,0
8150,12.49,36,85000.0,12.5,0.0,1.0,10.0,0.0,48.4,3.0,B4,debt_consolidation,MORTGAGE,2 years,Not Verified,0
13600,10.99,60,90000.0,22.49,0.0,3.0,22.0,0.0,64.7,4.0,B4,debt_consolidation,RENT,< 1 year,Verified,0
3800,13.11,36,60000.0,4.36,0.0,1.0,5.0,0.0,49.9,0.0,B4,credit_card,RENT,3 years,Not Verified,0
16800,12.49,36,100000.0,6.18,1.0,0.0,6.0,0.0,84.5,1.0,B4,debt_consolidation,RENT,8 years,Source Verified,0
10000,11.44,60,46500.0,20.34,0.0,1.0,22.0,0.0,25.2,1.0,B4,credit_card,MORTGAGE,4 years,Verified,0
10000,13.11,36,82000.0,23.46,0.0,1.0,8.0,1.0,48.9,2.0,B4,debt_consolidation,MORTGAGE,5 years,Verified,0
5400,11.44,36,50000.0,10.97,0.0,1.0,28.0,3.0,31.8,0.0,B4,credit_card,RENT,1 year,Source Verified,0
10000,11.05,60,75000.0,11.97,0.0,1.0,11.0,0.0,5.7,0.0,B4,debt_consolidation,RENT,2 years,Source Verified,0
8000,9.99,36,34000.0,6.56,0.0,0.0,4.0,0.0,52.3,0.0,B4,other,RENT,6 years,Source Verified,0
14700,10.99,36,32000.0,28.73,1.0,0.0,15.0,0.0,60.7,0.0,B4,debt_consolidation,RENT,9 years,Verified,0
13000,10.99,36,38400.0,22.25,0.0,0.0,6.0,0.0,55.0,0.0,B4,credit_card,RENT,< 1 year,Verified,0
35000,13.11,36,750000.0,1.47,0.0,1.0,6.0,0.0,9.7,1.0,B4,debt_consolidation,OWN,8 years,Source Verified,0
11200,10.91,36,90000.0,17.49,0.0,2.0,9.0,0.0,16.2,3.0,B4,other,OWN,3 years,Verified,0
6025,10.75,36,53000.0,15.85,0.0,3.0,13.0,0.0,27.1,1.0,B4,other,MORTGAGE,4 years,Not Verified,1
11000,12.35,36,92000.0,8.81,0.0,3.0,13.0,0.0,54.5,1.0,B4,debt_consolidation,MORTGAGE,2 years,Not Verified,0
3725,10.99,36,101000.0,8.69,0.0,0.0,5.0,0.0,84.0,0.0,B4,other,OWN,10+ years,Not Verified,0
5400,10.99,36,80000.0,26.18,0.0,1.0,8.0,0.0,74.8,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
24000,11.67,36,87000.0,25.47,1.0,1.0,21.0,0.0,51.5,2.0,B4,credit_card,RENT,10+ years,Source Verified,0
25000,12.35,36,80000.0,8.87,0.0,0.0,10.0,0.0,70.8,1.0,B4,debt_consolidation,OWN,3 years,Verified,1
25000,10.99,36,114000.0,25.75,0.0,2.0,14.0,0.0,85.0,3.0,B4,debt_consolidation,MORTGAGE,< 1 year,Source Verified,1
5000,11.44,36,80000.0,21.0,0.0,0.0,9.0,0.0,99.0,6.0,B4,other,MORTGAGE,10+ years,Verified,0
18200,10.99,36,130000.0,12.86,1.0,0.0,11.0,2.0,37.7,5.0,B4,debt_consolidation,MORTGAGE,7 years,Source Verified,0
10000,12.99,60,46000.0,27.66,0.0,0.0,19.0,0.0,34.6,0.0,B4,credit_card,RENT,2 years,Source Verified,0
18000,10.99,60,62000.0,28.61,0.0,0.0,14.0,0.0,88.9,3.0,B4,credit_card,OWN,9 years,Not Verified,0
12000,10.99,60,47000.0,16.54,0.0,1.0,7.0,0.0,68.5,0.0,B4,debt_consolidation,RENT,2 years,Not Verified,1
25000,10.99,36,75000.0,14.43,0.0,0.0,7.0,0.0,84.8,3.0,B4,credit_card,RENT,4 years,Source Verified,0
2650,11.67,36,62000.0,10.88,0.0,3.0,8.0,1.0,39.2,1.0,B4,credit_card,RENT,7 years,Not Verified,0
4000,10.75,36,85000.0,9.6,1.0,0.0,6.0,0.0,0.4,0.0,B4,debt_consolidation,OWN,1 year,Source Verified,0
6000,10.99,36,38000.0,5.56,0.0,2.0,9.0,2.0,37.0,0.0,B4,credit_card,OWN,Unknown,Source Verified,0
10000,10.99,36,127000.0,29.94,0.0,0.0,17.0,0.0,71.2,0.0,B4,debt_consolidation,OWN,4 years,Source Verified,1
5000,12.85,36,84000.0,17.94,0.0,1.0,11.0,0.0,40.3,0.0,B4,debt_consolidation,OWN,10+ years,Source Verified,0
12000,10.99,36,85000.0,28.74,0.0,2.0,10.0,0.0,67.4,2.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
14000,11.44,36,105000.0,11.37,0.0,3.0,13.0,0.0,25.7,2.0,B4,home_improvement,MORTGAGE,3 years,Not Verified,0
6500,11.44,36,35000.0,24.73,0.0,0.0,11.0,0.0,25.3,0.0,B4,other,OWN,5 years,Not Verified,1
10000,11.67,36,87615.0,16.59,0.0,1.0,13.0,0.0,58.8,0.0,B4,other,RENT,5 years,Source Verified,1
23600,10.99,60,92788.0,37.44,0.0,0.0,8.0,0.0,49.4,0.0,B4,debt_consolidation,MORTGAGE,< 1 year,Verified,1
20000,13.11,36,68000.0,33.71,2.0,0.0,21.0,0.0,63.2,3.0,B4,debt_consolidation,RENT,4 years,Verified,0
20000,12.49,36,70000.0,21.69,0.0,1.0,16.0,1.0,50.0,2.0,B4,credit_card,MORTGAGE,5 years,Source Verified,0
8000,10.75,36,90000.0,10.49,1.0,0.0,11.0,0.0,56.0,0.0,B4,major_purchase,RENT,2 years,Verified,0
40000,10.75,60,110000.0,10.04,0.0,0.0,8.0,0.0,0.8,0.0,B4,major_purchase,RENT,9 years,Verified,1
16000,10.99,36,57600.0,23.85,0.0,0.0,11.0,0.0,61.8,0.0,B4,debt_consolidation,RENT,10+ years,Not Verified,0
8000,10.99,36,25000.0,14.11,0.0,0.0,6.0,0.0,97.1,2.0,B4,debt_consolidation,MORTGAGE,Unknown,Verified,0
21600,10.99,60,145000.0,32.06,0.0,0.0,13.0,0.0,77.8,4.0,B4,debt_consolidation,MORTGAGE,2 years,Verified,1
35000,11.67,36,150000.0,12.76,0.0,0.0,4.0,0.0,28.5,1.0,B4,credit_card,RENT,1 year,Verified,0
6000,12.99,36,120000.0,6.1,0.0,2.0,10.0,0.0,6.3,2.0,B4,other,OWN,Unknown,Source Verified,0
35000,10.99,36,148676.0,10.31,0.0,0.0,16.0,0.0,74.9,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,1
5000,10.99,36,60000.0,17.7,0.0,3.0,18.0,0.0,44.7,0.0,B4,credit_card,RENT,5 years,Not Verified,0
8400,10.75,36,95000.0,29.3,0.0,0.0,13.0,2.0,89.5,3.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
4000,10.91,36,37911.0,9.53,1.0,1.0,5.0,0.0,0.0,0.0,B4,other,RENT,< 1 year,Not Verified,0
9500,12.99,36,55000.0,14.4,0.0,0.0,7.0,0.0,79.5,1.0,B4,debt_consolidation,MORTGAGE,8 years,Not Verified,0
12000,10.99,36,42000.0,9.49,0.0,0.0,7.0,0.0,28.3,3.0,B4,home_improvement,MORTGAGE,4 years,Not Verified,0
32200,10.78,36,135000.0,25.71,0.0,1.0,18.0,0.0,18.9,1.0,B4,home_improvement,RENT,3 years,Verified,0
7200,10.99,36,80000.0,17.17,0.0,0.0,6.0,0.0,38.4,4.0,B4,home_improvement,MORTGAGE,10+ years,Not Verified,0
18000,10.99,36,80000.0,29.46,0.0,0.0,13.0,0.0,65.6,1.0,B4,debt_consolidation,RENT,8 years,Source Verified,0
6000,10.99,36,55000.0,7.94,0.0,0.0,4.0,2.0,54.4,0.0,B4,credit_card,RENT,1 year,Source Verified,0
6025,11.44,36,22380.0,11.96,0.0,0.0,7.0,0.0,23.9,0.0,B4,debt_consolidation,OWN,Unknown,Verified,0
18000,10.99,36,84000.0,12.64,0.0,2.0,6.0,0.0,11.9,0.0,B4,debt_consolidation,RENT,3 years,Not Verified,0
14400,10.99,36,40000.0,6.18,0.0,0.0,4.0,0.0,68.2,0.0,B4,credit_card,MORTGAGE,< 1 year,Verified,0
16000,10.91,36,255000.0,3.43,0.0,2.0,8.0,0.0,32.1,0.0,B4,credit_card,RENT,10+ years,Not Verified,0
9600,10.99,36,25000.0,27.51,0.0,0.0,14.0,0.0,44.2,0.0,B4,credit_card,OWN,10+ years,Verified,1
14400,11.44,36,93500.0,4.2,0.0,0.0,9.0,0.0,80.5,3.0,B4,credit_card,MORTGAGE,5 years,Verified,0
8000,10.64,36,90000.0,15.05,5.0,1.0,9.0,0.0,68.9,0.0,B4,debt_consolidation,RENT,6 years,Verified,0
25000,11.44,60,94550.0,19.37,0.0,0.0,7.0,0.0,84.6,0.0,B4,debt_consolidation,RENT,3 years,Verified,1
35000,10.99,36,200000.0,11.78,0.0,0.0,7.0,0.0,87.8,2.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
15000,12.49,36,81000.0,9.63,0.0,2.0,9.0,1.0,40.0,2.0,B4,debt_consolidation,MORTGAGE,4 years,Not Verified,0
5600,11.67,36,30000.0,20.68,0.0,3.0,12.0,0.0,16.7,1.0,B4,debt_consolidation,MORTGAGE,7 years,Verified,0
10000,11.44,36,145000.0,16.92,0.0,0.0,8.0,0.0,61.1,2.0,B4,debt_consolidation,MORTGAGE,3 years,Not Verified,0
12000,13.11,36,60000.0,23.17,1.0,1.0,11.0,0.0,25.9,2.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
11800,12.99,36,34000.0,27.95,0.0,1.0,15.0,0.0,62.6,5.0,B4,debt_consolidation,MORTGAGE,3 years,Not Verified,0
25000,10.99,36,100000.0,12.56,0.0,0.0,9.0,0.0,55.4,1.0,B4,credit_card,RENT,10+ years,Source Verified,0
10000,13.11,36,60000.0,19.34,0.0,0.0,9.0,0.0,94.5,0.0,B4,credit_card,RENT,5 years,Not Verified,0
12000,10.99,60,58000.0,8.79,0.0,0.0,5.0,0.0,34.8,0.0,B4,debt_consolidation,RENT,10+ years,Not Verified,0
3500,10.64,36,57500.0,4.93,2.0,0.0,7.0,0.0,75.8,0.0,B4,credit_card,RENT,2 years,Source Verified,0
11200,10.99,36,53000.0,15.44,0.0,1.0,7.0,0.0,65.8,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
8000,10.99,36,45000.0,23.83,0.0,0.0,9.0,0.0,6.1,0.0,B4,home_improvement,OWN,10+ years,Not Verified,0
6000,11.67,36,45000.0,12.53,0.0,2.0,16.0,0.0,46.0,0.0,B4,credit_card,RENT,2 years,Source Verified,0
18000,10.75,60,92000.0,14.53,0.0,0.0,12.0,0.0,50.1,1.0,B4,debt_consolidation,MORTGAGE,5 years,Not Verified,1
5000,13.11,36,27000.0,14.13,0.0,1.0,13.0,0.0,45.0,0.0,B4,debt_consolidation,RENT,10+ years,Not Verified,1
13000,13.11,36,75000.0,28.75,1.0,0.0,15.0,0.0,58.9,1.0,B4,debt_consolidation,OWN,6 years,Verified,0
18000,10.75,36,50000.0,22.8,1.0,0.0,14.0,0.0,58.6,2.0,B4,credit_card,MORTGAGE,< 1 year,Verified,0
7000,11.44,36,75000.0,29.57,1.0,0.0,13.0,0.0,40.2,0.0,B4,debt_consolidation,OWN,5 years,Source Verified,0
5450,10.91,36,53000.0,12.79,0.0,0.0,8.0,0.0,96.3,2.0,B4,medical,MORTGAGE,10+ years,Source Verified,0
10000,11.67,36,90000.0,13.47,0.0,2.0,19.0,1.0,33.6,1.0,B4,credit_card,MORTGAGE,8 years,Source Verified,0
25000,10.99,36,69000.0,23.41,0.0,0.0,20.0,0.0,15.0,1.0,B4,debt_consolidation,RENT,6 years,Not Verified,0
20000,10.99,36,74000.0,18.08,0.0,0.0,9.0,0.0,83.6,0.0,B4,debt_consolidation,RENT,Unknown,Verified,0
1600,10.78,36,13000.0,9.42,0.0,0.0,5.0,0.0,24.0,0.0,B4,major_purchase,RENT,Unknown,Verified,0
34475,12.99,36,77000.0,10.85,0.0,1.0,7.0,0.0,66.3,4.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
2000,11.89,36,23587.0,1.27,0.0,2.0,12.0,1.0,19.9,0.0,B4,educational,RENT,4 years,Not Verified,1
12300,13.11,36,46710.0,10.16,0.0,0.0,7.0,0.0,83.6,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
5000,13.11,60,91000.0,13.98,0.0,0.0,24.0,0.0,13.7,4.0,B4,other,OWN,4 years,Source Verified,0
3500,10.99,36,29000.0,19.99,0.0,0.0,4.0,1.0,62.0,1.0,B4,credit_card,OWN,Unknown,Source Verified,0
10000,10.99,36,155000.0,20.85,1.0,0.0,29.0,0.0,49.2,4.0,B4,home_improvement,MORTGAGE,8 years,Not Verified,0
24475,10.99,60,75000.0,26.4,0.0,0.0,11.0,0.0,21.1,1.0,B4,major_purchase,MORTGAGE,5 years,Verified,0
24000,10.74,36,80000.0,28.98,0.0,0.0,6.0,0.0,93.7,0.0,B4,debt_consolidation,MORTGAGE,1 year,Verified,1
28000,10.78,60,130000.0,18.94,2.0,2.0,15.0,0.0,16.3,2.0,B4,debt_consolidation,OWN,Unknown,Not Verified,0
10000,10.75,36,80000.0,13.5,1.0,0.0,12.0,0.0,52.5,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,1
16000,11.55,36,45000.0,27.31,0.0,0.0,8.0,0.0,39.1,2.0,B4,debt_consolidation,MORTGAGE,5 years,Verified,0
20000,10.99,36,42000.0,25.8,0.0,0.0,8.0,0.0,89.3,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
16800,13.11,60,70000.0,15.98,0.0,0.0,15.0,1.0,27.3,4.0,B4,debt_consolidation,MORTGAGE,9 years,Source Verified,1
35000,11.44,36,175000.0,31.29,1.0,0.0,29.0,0.0,51.7,4.0,B4,debt_consolidation,MORTGAGE,7 years,Verified,0
15000,10.99,36,68000.0,20.69,0.0,0.0,7.0,0.0,67.0,0.0,B4,debt_consolidation,OWN,2 years,Source Verified,0
26000,11.67,60,60000.0,25.53,0.0,0.0,16.0,0.0,81.8,0.0,B4,credit_card,RENT,< 1 year,Source Verified,0
14500,10.75,36,50000.0,45.61,0.0,0.0,8.0,0.0,93.9,2.0,B4,other,MORTGAGE,10+ years,Verified,0
